assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins
-0.07,0.00,0.24,0.00,0.07,-0.21,0.07,-0.44,0.00,-0.13,0.15,0.81,0.05,0.31,0.17,0.07,0.40,0.26,0.00,0.33,-0.25,0.28,0.37,0.00
-0.24,-0.01,-0.08,-0.21,0.00,-0.04,-0.09,-0.38,0.09,-0.14,0.23,0.14,0.00,0.03,0.00,-0.12,0.17,0.28,0.05,0.25,-0.21,0.06,0.30,0.10
0.12,-0.05,0.00,0.25,0.10,-0.32,-0.23,-0.44,0.09,-0.23,0.57,0.39,-0.25,0.03,0.03,-0.08,0.38,0.37,0.22,0.19,-0.09,0.32,0.30,0.00
0.22,0.28,0.40,0.37,0.20,-0.38,-0.25,-0.34,0.00,0.33,0.66,0.66,0.06,0.26,0.09,0.16,0.24,0.53,0.20,0.10,-0.33,0.38,0.62,0.10
-0.09,0.00,0.13,0.08,-0.38,-0.27,-0.02,0.09,0.55,-0.05,0.49,0.34,0.06,-0.02,0.20,0.09,0.63,0.18,0.25,-0.08,-0.17,0.28,0.20,-0.19
0.30,0.04,0.10,-0.17,0.56,-0.44,0.25,0.40,-0.91,0.04,0.02,-0.98,-0.09,0.37,-0.20,0.09,-0.38,-0.09,-0.45,0.74,0.36,-0.40,-0.11,0.43
0.10,0.15,-0.25,0.58,0.07,0.30,0.16,-0.26,0.00,-0.13,0.06,-0.09,-0.54,-0.14,-0.06,-0.14,-0.12,-0.09,0.07,-0.31,0.09,-0.09,-0.23,0.00
-0.18,-0.21,-0.10,0.25,-0.21,-0.13,-0.09,-0.25,0.09,-0.05,0.09,0.11,-0.49,-0.27,-0.25,-0.13,-0.05,-0.16,-0.20,0.07,0.22,-0.32,-0.14,-0.19
0.30,-0.22,0.37,0.12,0.11,-0.54,0.43,0.52,0.09,-0.01,0.40,0.33,-0.11,0.23,0.18,0.24,0.30,-0.10,0.10,-0.41,-0.48,0.32,-0.28,-0.14
0.31,0.06,0.30,0.71,-0.02,-0.13,-0.18,-0.12,0.09,0.39,0.15,0.47,0.03,0.25,0.15,0.34,0.26,0.16,0.03,-0.17,-0.10,0.09,0.16,-0.14
-0.02,0.00,0.22,0.25,0.18,-0.49,0.26,0.24,-0.09,0.05,-0.17,-0.19,0.20,0.01,-0.09,0.25,-0.47,-0.66,0.10,0.04,-0.01,0.21,-0.73,0.05
0.31,-0.28,0.29,0.00,0.44,-0.51,-0.07,0.49,-1.09,0.17,-0.26,-0.56,-0.63,0.05,-0.42,0.11,-0.56,-0.10,-0.13,0.02,0.03,-0.32,-0.34,0.57
-0.56,-0.41,0.14,0.42,-0.32,0.01,0.05,0.25,-0.45,0.23,-0.17,0.23,0.28,-0.07,-0.22,0.01,-0.06,0.41,-0.33,-0.07,-0.06,-0.32,0.41,0.19
-0.25,0.00,0.63,0.17,-0.29,-0.13,-0.74,0.28,0.36,0.63,0.06,0.28,0.12,-0.00,0.19,0.37,0.36,0.22,0.48,-0.39,0.34,0.18,0.13,-0.24
-0.06,0.11,-0.03,0.04,-0.11,0.13,-0.10,0.18,-0.27,0.13,-0.42,0.02,0.17,0.08,0.11,0.10,-0.22,-0.22,-0.07,0.26,0.77,-0.06,-0.18,-0.10
0.01,-0.24,0.30,0.04,0.38,-0.15,-0.46,-0.53,-0.73,0.61,0.04,-0.19,0.02,0.32,-0.04,0.44,-0.36,0.25,0.05,0.03,0.01,0.24,0.10,0.19
-0.44,-0.06,0.13,0.17,-0.45,0.37,-0.11,0.15,0.55,0.16,-0.23,0.36,0.25,-0.21,0.01,-0.05,0.15,0.03,0.03,-0.45,-0.53,-0.06,0.19,-0.19
-0.08,0.11,0.43,-0.04,-0.31,-0.52,-0.26,0.19,-0.27,0.48,0.13,-0.41,0.43,0.17,-0.05,0.48,0.44,-0.12,-0.22,-0.48,-0.53,-0.19,0.01,0.24
0.52,0.83,0.25,1.00,-0.18,-0.04,-0.15,-0.22,0.36,1.00,0.47,0.30,0.43,0.80,1.00,1.00,0.70,0.25,0.87,-0.23,0.74,0.75,0.22,-0.19
-0.24,-0.01,0.00,-0.04,-0.12,-0.18,0.66,0.54,0.09,-0.19,-0.38,0.02,0.22,-0.15,-0.16,-0.02,-0.18,-0.35,0.38,-0.21,-0.09,-0.16,-0.42,0.00
0.00,0.00,0.33,-0.25,0.30,-0.67,-0.07,-0.28,-0.82,0.33,0.17,-0.23,-0.15,0.25,-0.22,0.28,-0.05,0.19,-0.25,0.07,-0.39,-0.25,-0.10,0.48
0.20,-0.13,-0.21,0.17,0.74,0.06,0.23,-0.43,-0.36,-0.20,0.08,0.11,-0.17,0.17,-0.12,-0.13,-0.37,0.06,-0.05,0.14,-0.53,0.07,0.01,0.29
0.17,0.11,-0.16,0.13,0.33,0.29,0.26,-0.05,-0.09,-0.12,-0.15,0.61,0.14,0.33,0.26,-0.05,-0.07,0.25,0.20,0.57,0.05,0.15,0.33,-0.10
-0.03,0.04,0.05,0.29,0.30,0.09,-0.04,-0.38,0.18,0.23,-0.32,0.27,0.25,-0.01,0.01,0.16,-0.54,-0.21,-0.13,-0.23,0.37,0.26,-0.18,0.00
-0.13,-0.15,-0.29,-0.25,0.14,-0.26,0.10,0.49,-0.09,-0.33,-0.13,0.13,0.43,-0.08,-0.04,-0.02,-0.03,-0.47,-0.38,-0.05,-0.10,-0.12,-0.24,0.19
-0.26,-0.01,0.03,0.17,0.11,-0.13,-0.38,-0.18,-0.09,0.04,0.23,-0.58,0.17,-0.09,-0.23,0.02,-0.05,-0.44,-0.65,-0.39,-0.22,-0.43,-0.41,0.19
0.13,0.18,0.30,0.00,0.19,-0.43,-0.40,-0.38,-0.18,0.18,0.43,-0.08,-0.18,-0.02,-0.03,0.21,0.10,-0.13,0.05,-0.25,-0.29,0.34,-0.20,0.24
-0.63,-0.65,-0.22,0.62,-0.22,-0.46,-0.44,0.10,0.00,-0.27,-0.23,0.37,-0.18,-0.55,-0.55,-0.15,-0.09,-0.03,-0.30,-0.32,-0.66,-0.26,-0.29,0.00
0.26,-0.14,0.03,-0.37,0.37,-0.34,0.16,0.55,-1.18,-0.43,0.11,-0.37,-0.11,0.29,-0.21,-0.27,0.08,0.04,-0.38,0.80,-0.46,-0.63,0.13,0.43
0.16,-0.02,0.03,-0.29,0.10,-0.34,-0.24,0.27,-0.82,-0.14,0.08,0.09,-0.15,0.15,-0.18,-0.05,0.09,0.18,0.13,0.55,-0.84,-0.15,-0.08,0.24
0.07,-0.29,0.05,-0.67,-0.01,-0.56,-0.06,-0.07,-0.73,-0.46,0.13,-0.56,-0.78,-0.22,-0.58,-0.24,0.22,0.03,-0.28,0.15,-1.07,-0.46,-0.09,0.38
0.36,-0.40,0.22,-0.21,0.40,-0.49,0.34,-0.08,-1.09,-0.08,-0.34,-0.22,-0.14,0.03,-0.47,-0.06,-0.63,-0.19,-0.43,0.02,-0.16,-0.43,-0.23,0.48
0.02,0.29,0.51,0.37,-0.19,-0.59,-0.49,-0.26,-0.09,0.34,1.00,-0.14,-0.23,-0.01,0.09,0.22,0.83,0.10,0.03,-0.18,-0.67,-0.16,-0.16,0.00
0.10,0.24,-0.03,-0.58,0.17,-0.04,0.07,-0.46,-0.36,-0.25,0.25,-0.28,-0.51,-0.15,-0.19,-0.19,-0.12,-0.15,-0.25,-0.07,-0.84,-0.38,-0.47,0.10
-0.49,-0.48,-0.03,-0.29,-0.13,-0.59,-0.05,0.23,-0.27,0.11,-0.13,0.16,-0.14,-0.20,-0.35,0.07,-0.12,-0.43,-0.60,0.17,-0.51,-0.53,-0.51,0.24
0.01,0.09,0.10,0.62,-0.31,-0.15,-0.19,0.10,0.00,0.88,0.40,0.22,0.43,0.49,0.41,0.57,0.61,-0.04,-0.13,0.28,-0.18,-0.16,0.15,0.14
-0.13,-0.20,0.05,0.37,0.10,0.17,0.56,-0.57,0.18,-0.41,0.06,-0.39,-0.43,-0.21,-0.21,-0.38,-0.07,-0.13,-0.15,-0.02,0.33,-0.40,0.18,0.05
0.20,0.15,0.03,0.04,-0.24,0.34,-0.20,-0.39,0.45,-0.01,0.51,0.45,0.12,0.05,0.24,-0.07,0.84,0.56,-0.18,-0.20,-0.14,-0.18,0.53,-0.29
0.15,-0.43,0.11,0.13,-0.19,-0.44,-0.30,-0.27,-0.18,-0.02,0.19,-0.05,-0.46,-0.24,-0.41,-0.03,0.42,0.63,-0.02,-0.19,-0.26,-0.25,0.39,0.05
0.21,-0.03,0.19,0.29,-0.01,-0.13,-0.54,0.01,0.00,0.06,-0.19,-0.17,-0.22,0.01,-0.00,0.05,0.09,0.12,-0.18,0.18,0.38,-0.09,0.08,0.05
0.13,0.06,0.11,0.08,-0.08,-0.26,-0.06,0.40,0.45,-0.35,0.09,-0.28,-0.46,-0.19,-0.05,-0.17,0.22,-0.21,0.13,-0.03,0.09,-0.09,-0.22,-0.24
0.54,0.40,-0.16,-0.08,0.27,0.39,-0.30,0.04,0.36,0.25,0.23,0.03,0.32,0.32,0.51,0.12,0.05,-0.06,0.40,0.15,0.59,0.31,0.08,-0.24
0.29,0.25,-0.13,0.79,0.01,0.54,0.65,0.27,0.18,0.20,0.21,0.45,0.74,0.45,0.50,-0.02,0.10,0.32,0.00,-0.05,0.31,-0.25,0.38,-0.19
0.11,-0.19,-0.24,-0.04,0.29,0.29,-0.02,0.62,-0.55,-0.13,-0.55,-0.53,0.26,0.14,-0.10,-0.15,-0.49,-0.03,-0.35,0.22,0.72,-0.44,-0.09,0.19
-0.21,0.03,-0.43,0.08,0.17,0.39,-0.37,0.53,0.09,0.00,-0.15,-0.61,-0.05,-0.07,0.07,-0.11,-0.32,-0.21,0.00,0.31,-0.17,-0.22,-0.44,0.14
-0.06,0.03,-0.33,0.08,-0.19,0.04,0.15,0.45,0.64,-0.29,-0.11,0.05,-0.12,-0.22,-0.14,-0.28,0.08,-0.37,-0.30,0.18,-0.62,-0.41,-0.34,-0.10
-0.01,0.09,-0.24,0.04,-0.01,0.22,0.05,-0.29,0.27,-0.48,-0.06,-0.45,-0.18,-0.19,-0.14,-0.28,-0.03,0.03,0.05,0.03,-0.06,0.07,-0.04,0.00
-0.03,0.19,0.21,0.00,-0.15,-0.13,-0.02,-0.18,0.00,0.30,0.38,-0.33,-0.20,0.05,0.19,0.15,0.34,0.10,0.22,-0.20,0.03,0.16,0.10,0.14
0.11,0.15,0.14,-0.42,0.21,-0.07,0.49,-0.41,-0.36,0.24,-0.23,-0.53,-0.25,0.08,-0.09,0.21,-0.48,-0.51,0.22,0.45,-0.01,0.21,-0.52,0.29
-0.08,0.61,0.16,-0.17,-0.37,0.46,0.52,-0.42,-0.09,0.46,0.36,0.36,0.14,0.27,0.50,0.14,0.48,0.35,0.13,0.09,0.36,0.32,0.49,0.14
0.35,0.29,0.11,0.04,0.18,0.12,0.32,0.60,-0.36,0.27,0.42,-0.70,-0.05,0.15,0.12,0.03,0.01,-0.12,-0.08,0.01,0.28,-0.29,-0.25,0.19
-0.44,-0.03,-0.14,-0.12,-0.25,0.05,0.04,0.29,0.27,-0.29,-0.34,0.00,-0.22,-0.41,-0.26,-0.34,-0.30,0.19,-0.07,0.02,0.08,0.13,0.18,-0.05
-0.02,-0.39,0.24,-0.42,-0.17,-0.55,-0.01,0.06,-0.36,0.34,0.32,-0.14,0.35,0.11,-0.12,0.26,0.15,-0.31,-0.28,-0.22,-0.07,-0.18,-0.09,0.14
0.17,0.40,0.73,0.75,-0.01,-0.56,0.02,0.00,-0.09,0.33,0.25,-0.45,0.28,0.29,0.07,0.52,0.39,-0.07,0.15,-0.21,-0.41,0.06,0.03,-0.10
0.25,-0.22,0.62,0.37,0.19,-0.99,-0.20,0.64,-0.73,0.34,0.58,0.36,0.43,0.59,0.15,0.58,0.53,0.01,0.35,0.31,-0.79,-0.03,-0.11,0.29
-0.12,-0.43,0.56,0.33,0.00,-0.24,0.29,0.39,-0.45,-0.10,0.49,0.47,0.35,0.21,-0.03,-0.13,0.44,0.28,-0.02,0.30,-0.13,-0.19,0.25,0.14
0.36,-0.30,0.30,-0.33,0.16,-0.29,0.05,-0.63,-0.27,0.06,-0.26,0.14,-0.15,0.17,-0.20,0.21,-0.21,-0.22,0.05,0.50,-0.55,0.10,-0.05,0.10
-0.16,-0.23,0.13,0.67,-0.19,-0.43,-0.01,0.01,0.36,-0.11,0.23,0.42,0.00,-0.10,-0.03,0.13,0.29,-0.22,-0.10,-0.24,-0.33,0.01,-0.28,-0.14
0.11,0.60,-0.02,-0.17,0.46,0.21,0.39,0.18,-0.09,0.16,0.32,-0.22,0.46,0.41,0.43,0.19,-0.11,-0.40,-0.15,0.11,0.23,-0.09,-0.38,-0.10
0.24,-0.34,-0.11,0.00,0.05,-0.23,-0.29,-0.29,-0.45,-0.27,-0.26,-0.06,-0.42,-0.10,-0.36,-0.14,-0.12,-0.04,-0.47,-0.08,0.08,-0.54,-0.16,0.24
0.38,-0.19,-0.19,0.00,0.25,-0.43,0.38,-0.02,-1.00,-0.12,0.02,-0.50,-0.54,0.12,-0.37,-0.11,-0.35,0.07,-0.38,0.36,0.00,-0.47,-0.08,0.57
0.35,0.01,-0.11,0.04,0.13,0.32,0.03,-0.25,-0.27,-0.24,-0.25,-0.42,-0.86,-0.13,-0.13,-0.25,-0.15,-0.13,-0.42,-0.05,0.31,-0.46,-0.22,0.14
0.51,0.18,-0.06,-0.04,0.29,0.02,0.14,-0.55,-0.36,-0.20,-0.26,-0.52,-0.65,0.07,-0.13,-0.09,-0.34,-0.09,-0.40,0.30,0.59,-0.37,-0.30,0.38
0.40,0.01,-0.32,-0.25,0.21,0.33,0.13,-0.52,-0.45,-0.10,0.04,0.00,-0.66,0.27,-0.03,-0.30,-0.07,0.10,-0.65,1.00,0.61,-0.51,0.16,0.38
0.02,0.18,-0.11,-0.33,-0.12,-0.12,-0.13,-0.28,0.09,0.06,0.19,0.14,-0.20,0.00,0.08,0.11,0.45,0.04,-0.22,-0.47,-0.11,-0.41,-0.03,-0.14
0.00,0.04,-0.40,0.46,0.21,0.39,-0.16,0.18,-0.18,-0.19,-0.30,-0.11,-0.51,-0.08,-0.08,-0.32,-0.23,0.54,-0.18,-0.05,-0.16,-0.03,0.43,0.05
-0.06,-0.15,0.06,0.33,-0.10,-0.30,-0.04,-0.01,-0.27,0.05,0.09,-0.34,0.26,0.03,-0.18,-0.01,0.16,0.24,-0.70,-0.07,-0.31,-0.25,0.34,0.14
0.03,0.06,0.25,-0.04,-0.40,-0.23,-0.32,0.04,0.00,0.18,0.68,0.41,-0.20,0.20,0.22,0.06,1.00,0.46,-0.68,-0.25,-0.18,-0.19,0.70,-0.10
0.09,-0.04,-0.19,-0.67,0.12,-0.02,0.20,0.12,-0.64,0.12,-0.09,-0.28,0.09,0.24,-0.11,-0.02,-0.36,0.04,-0.13,0.53,0.18,-0.13,0.15,0.48
0.38,-0.02,0.19,0.00,0.17,-0.72,0.39,0.08,-0.55,-0.14,0.09,-0.17,0.34,0.31,-0.16,0.17,0.06,-0.12,-0.08,0.53,-0.29,-0.22,-0.11,0.43
-0.38,-0.30,0.22,-0.13,-0.14,-0.79,-0.07,-0.26,-0.09,-0.18,-0.06,-0.33,0.26,-0.21,-0.42,0.09,-0.03,0.06,-0.05,0.11,-0.08,-0.01,-0.20,0.10
-0.11,-0.17,0.03,-0.21,0.13,-0.76,-0.12,-0.55,-0.55,0.41,0.09,0.52,0.60,0.33,-0.13,0.46,-0.12,0.09,0.02,0.31,-0.34,0.37,0.18,0.38
0.48,0.29,-0.65,-0.67,0.33,0.46,0.39,-0.44,0.09,-0.07,-0.74,0.12,-0.32,0.01,0.01,-0.09,-0.66,-0.13,-0.15,-0.20,0.56,0.03,-0.04,-0.14
0.24,0.13,-0.27,-0.37,0.18,0.27,0.70,-0.20,0.09,0.02,-0.32,0.36,0.06,0.18,0.12,0.07,-0.44,-0.19,0.45,0.10,0.30,0.10,-0.29,-0.14
0.10,0.05,-0.29,-0.08,0.33,0.26,0.48,0.16,0.09,0.00,-0.09,0.30,-0.02,0.25,0.18,0.01,-0.44,-0.28,0.45,0.15,0.32,0.22,-0.22,-0.29
0.19,0.01,0.14,-0.17,0.41,0.18,0.34,-0.30,0.00,0.00,0.06,0.56,0.25,0.24,0.14,-0.07,-0.27,0.15,0.18,-0.02,0.36,0.26,0.29,-0.10
-0.01,-0.19,-0.14,0.21,-0.29,0.10,-0.19,0.50,-0.18,0.23,0.11,0.67,-0.03,-0.03,-0.03,-0.07,0.33,0.47,0.18,-0.31,-0.68,0.10,0.73,0.00
-0.39,-0.34,-0.05,-0.37,-0.07,-0.01,-0.04,0.02,0.09,-0.13,-0.06,0.61,-0.05,0.09,-0.01,-0.11,0.19,0.16,-0.15,0.11,-0.57,0.01,0.39,0.00
0.21,0.08,0.08,-0.25,0.08,-0.18,-0.43,-0.37,-0.18,0.27,-0.13,-0.38,-0.09,0.09,-0.12,0.26,-0.32,0.01,0.17,0.01,-0.69,0.12,-0.16,0.19
0.21,-0.06,0.14,0.04,0.01,-0.07,0.06,0.10,-0.36,-0.17,-0.40,-0.31,-0.31,-0.27,-0.28,-0.03,-0.24,0.15,0.13,-0.97,-0.17,0.06,0.06,0.19
0.06,0.14,0.10,0.92,0.12,-0.17,-0.02,0.65,0.27,0.29,0.30,0.34,1.00,0.40,0.38,0.36,0.18,0.31,1.00,0.09,-0.20,0.74,0.37,-0.24
0.53,-0.13,0.00,0.62,0.49,-0.17,0.26,0.34,-0.64,0.19,0.08,0.16,0.66,0.72,0.23,0.26,-0.27,0.04,0.40,0.91,0.39,0.43,0.10,0.43
0.22,0.16,0.19,0.96,0.10,-0.33,-0.32,0.40,-0.18,0.13,0.40,-0.23,0.43,0.34,0.21,0.23,0.34,0.29,0.50,0.39,-0.16,0.35,0.32,0.24
0.48,-0.46,0.22,0.83,0.39,-0.88,0.37,0.07,-1.27,0.19,0.11,0.05,0.52,0.62,-0.13,0.45,-0.17,0.40,0.78,0.52,-0.38,0.57,0.46,0.71
0.80,0.10,-0.29,0.25,0.50,0.07,-0.07,-0.06,-0.27,-0.04,0.19,-0.09,0.46,0.54,0.33,0.19,0.01,0.22,0.85,0.36,0.26,0.49,0.22,0.24
0.67,0.23,0.32,0.75,0.47,-0.29,0.29,0.33,-0.36,0.43,0.62,0.44,0.38,0.74,0.42,0.34,0.21,0.66,0.83,0.10,0.48,0.66,0.73,0.24
0.10,-0.40,0.19,0.04,0.18,-0.06,0.13,-0.25,0.55,-0.42,0.00,0.27,-0.23,-0.17,-0.26,-0.34,-0.26,-0.19,0.20,0.02,0.09,-0.15,-0.11,-0.10
-0.24,-0.35,-0.71,-0.50,-0.04,0.65,0.03,0.25,0.55,-0.51,-0.15,0.45,-0.06,-0.18,-0.03,-0.74,0.00,0.19,-0.57,0.19,0.20,-0.41,0.35,-0.14
0.17,0.44,-0.24,-0.42,0.39,0.61,0.32,0.83,0.45,-0.06,-0.42,-0.27,-0.35,0.04,0.24,-0.32,-0.75,-0.51,-0.32,0.30,0.97,-0.41,-0.68,-0.29
-0.03,-0.55,0.13,-0.58,0.33,-0.43,-0.43,-0.33,-0.18,-0.25,-0.06,-0.09,-0.42,-0.34,-0.63,-0.28,-0.21,0.29,0.20,0.11,-0.74,0.10,0.43,0.19
0.56,0.40,-0.17,0.21,0.27,0.34,0.90,0.00,-0.18,0.04,0.02,0.14,0.20,0.54,0.39,0.19,-0.16,-0.26,0.23,0.94,0.09,-0.04,-0.30,0.00
0.37,0.29,-0.05,-0.08,0.37,0.24,0.20,-0.02,-0.09,-0.02,-0.15,-0.20,0.51,0.38,0.19,0.08,-0.30,-0.28,0.00,0.50,0.08,0.15,-0.16,-0.10
-0.02,-0.16,-0.17,-0.42,0.21,0.12,0.51,-0.33,-0.45,-0.43,0.13,-0.38,-0.22,0.02,0.06,-0.13,0.02,-0.22,0.50,0.02,-0.05,-0.06,-0.24,0.29
0.26,0.11,-0.06,-0.21,0.12,0.01,0.14,0.27,-0.09,-0.12,-0.08,0.20,-0.66,-0.08,-0.14,-0.20,-0.02,0.47,-0.15,0.13,0.17,-0.43,0.33,0.05
0.15,-0.21,0.00,0.67,-0.21,0.21,0.09,-0.12,0.55,-0.22,0.23,-0.08,-0.38,-0.09,-0.01,-0.20,0.48,0.34,0.15,0.00,0.23,-0.06,0.62,-0.24
0.27,0.07,0.17,0.33,0.19,-0.16,0.23,-0.20,0.00,-0.10,0.30,-0.23,-0.03,0.11,-0.10,-0.10,0.28,0.29,0.05,0.25,0.43,-0.43,0.37,0.10
0.09,0.26,-0.19,0.33,-0.06,-0.05,-0.21,0.30,0.09,-0.05,0.55,0.50,0.08,0.08,0.02,-0.20,0.52,0.66,-0.10,-0.10,-0.31,-0.01,0.95,0.05
-0.09,-0.18,-0.22,0.33,0.30,-0.06,0.15,-0.14,-0.18,-0.29,-0.45,-0.59,0.29,-0.26,-0.25,-0.07,-0.73,-0.43,0.22,0.01,0.61,0.09,-0.51,0.14
-0.20,-0.40,-0.05,-0.29,0.42,-0.11,-0.47,0.15,-0.18,-0.01,-0.57,-0.33,0.15,-0.24,-0.33,0.00,-0.83,-0.19,0.65,0.07,0.17,0.31,-0.39,0.00
0.00,-0.31,-0.46,-0.17,-0.38,0.28,0.34,0.24,0.00,-0.10,-0.62,0.00,-0.15,-0.11,-0.10,-0.01,-0.14,-0.19,-0.22,0.38,-0.02,-0.25,-0.22,-0.14
-0.31,0.26,0.16,0.62,-0.37,-0.18,0.18,0.47,0.00,0.33,0.17,-0.03,-0.15,-0.12,-0.03,0.02,0.17,0.18,-0.27,-0.25,0.02,-0.16,0.14,-0.05
-0.34,-0.09,0.33,0.33,-0.45,-0.26,0.35,0.25,0.09,0.47,-0.02,0.25,-0.22,-0.09,-0.08,0.17,0.09,0.10,-0.40,-0.26,0.03,-0.16,0.19,-0.19
0.18,0.04,0.25,-0.04,0.29,0.40,0.03,0.25,-0.45,0.04,0.36,0.39,0.45,0.44,0.35,-0.07,0.21,0.16,-0.20,0.79,0.32,-0.37,-0.14,0.29
0.58,0.10,-0.08,-0.25,0.21,0.37,0.35,0.01,-0.64,0.51,0.28,0.52,-0.22,0.62,0.23,0.06,0.07,0.34,-0.43,0.25,0.09,-0.40,0.53,0.43
0.45,0.27,-0.10,0.17,-0.10,0.49,-0.05,0.26,0.18,0.54,0.17,0.91,0.15,0.49,0.39,0.08,0.33,0.47,-0.13,0.02,0.03,0.07,0.90,0.05
0.26,0.13,0.06,-0.17,-0.02,0.09,0.07,0.74,0.00,-0.02,-0.04,-0.39,-0.34,0.01,0.10,-0.05,0.02,0.16,0.10,-0.44,-0.01,-0.06,0.05,-0.10
-0.03,-0.04,0.00,-0.21,-0.21,0.22,-0.09,0.61,0.00,-0.11,-0.21,-0.27,-0.29,-0.19,-0.08,-0.25,-0.14,0.03,0.02,-0.15,-0.13,-0.19,-0.27,0.05
0.04,-0.03,0.02,-0.29,-0.33,0.18,0.35,0.35,0.45,-0.52,-0.09,-0.66,-0.92,-0.48,-0.28,-0.54,0.13,-0.09,-0.25,-0.32,-0.10,-0.46,0.05,-0.24
0.06,0.13,-0.17,0.17,-0.03,0.40,-0.15,-0.27,-0.09,0.07,-0.38,-0.63,0.14,0.14,0.05,0.17,-0.02,-0.38,-0.33,0.18,-0.31,-0.56,-0.43,0.00
-0.21,0.02,-0.41,-0.08,-0.12,-0.09,-0.17,-0.20,-0.45,-0.08,-0.55,-0.56,-0.05,-0.21,-0.25,0.15,-0.31,-0.31,-0.15,0.17,-0.29,-0.12,-0.41,0.14
-0.25,-0.09,-0.40,0.25,-0.33,-0.07,-0.13,-0.47,-0.18,0.13,-0.13,-0.36,0.23,-0.17,-0.26,0.07,-0.13,-0.10,-0.05,0.07,-1.09,0.00,-0.15,0.05
-0.38,-0.16,0.30,0.17,0.01,0.23,-0.15,-0.09,0.18,0.11,-0.36,-0.83,0.28,-0.17,-0.08,0.03,-0.37,-0.19,-0.05,-0.65,0.31,-0.16,-0.32,-0.14
0.15,0.25,0.06,0.13,0.11,0.32,0.27,0.27,0.09,0.04,-0.02,-0.06,-0.31,0.09,0.13,-0.10,0.03,0.66,-0.05,-0.23,0.11,0.24,0.66,0.00
-0.04,-0.20,0.21,-0.33,-0.06,-0.15,-0.27,-0.23,0.09,0.20,0.09,-0.30,0.12,-0.17,-0.20,0.01,-0.04,-0.18,0.05,-0.10,0.11,-0.12,-0.22,0.14
0.19,0.05,0.37,0.25,-0.02,0.22,-0.43,0.09,0.00,0.34,0.17,0.11,0.38,-0.00,0.09,0.00,-0.01,0.04,-0.10,-0.22,0.43,0.00,-0.06,0.10
-0.18,-0.07,-0.17,-0.08,-0.29,0.41,0.29,0.65,0.27,-0.01,-0.19,0.06,-0.15,-0.13,0.16,-0.10,0.06,-0.13,0.07,-0.36,-0.39,-0.09,-0.06,-0.24
-0.04,-0.04,0.10,-0.21,-0.16,0.07,0.16,0.63,0.27,0.02,0.26,0.27,-0.31,-0.04,0.09,-0.08,0.36,0.41,0.45,-0.08,-0.39,0.15,0.41,-0.19
-0.13,-0.19,-0.70,-0.58,0.06,-0.38,0.02,0.36,-0.45,-0.29,-0.53,0.06,-0.05,-0.27,-0.38,-0.18,-0.50,0.06,0.15,0.44,-0.71,0.19,-0.01,0.19
0.39,-0.04,1.00,0.21,0.20,-0.52,-0.04,0.23,-0.64,0.52,0.47,-0.52,0.23,0.47,0.11,0.55,0.26,0.03,0.38,-0.11,-0.43,0.04,-0.08,0.29
0.20,-0.05,0.92,0.21,0.21,-0.51,0.18,0.35,-0.82,0.27,0.19,-0.25,0.54,0.40,0.04,0.41,0.08,0.10,0.63,0.13,-0.22,0.21,0.01,0.29
-0.01,-0.27,0.84,0.25,0.02,-0.65,-0.26,-0.42,-0.27,0.07,0.51,-0.58,0.15,-0.01,-0.12,0.33,0.22,-0.25,0.45,0.01,-0.15,-0.06,-0.59,0.14
-0.20,-0.26,0.17,0.04,0.17,0.09,0.70,0.12,0.09,-0.51,0.55,-0.16,0.12,0.09,0.03,-0.26,0.14,0.01,0.17,0.25,-0.29,-0.04,-0.18,0.19
0.31,0.20,0.29,0.04,0.38,0.48,0.66,-0.06,-0.82,-0.37,0.38,-0.13,0.57,0.56,0.15,-0.32,0.07,0.25,-0.23,0.52,-0.14,-0.51,0.14,0.48
0.25,0.00,0.29,-0.50,0.16,0.12,0.49,-0.19,-0.09,0.08,0.08,0.13,0.29,0.32,0.14,0.05,-0.05,0.07,0.28,0.30,0.00,0.22,0.25,0.19
0.12,-0.09,0.27,-0.37,0.26,-0.27,0.23,-0.23,-0.27,0.01,0.43,0.19,0.49,0.44,0.19,0.17,0.32,0.25,0.58,0.30,-0.36,0.44,0.43,0.29
0.47,-0.01,0.38,-0.42,0.52,-0.57,0.33,-0.22,-0.18,-0.36,0.40,-0.52,-0.43,0.15,-0.13,-0.13,-0.02,0.09,0.23,0.47,-0.08,0.12,0.03,0.29
0.29,-0.15,0.62,-0.21,0.39,-0.51,0.25,-0.29,0.00,-0.06,0.26,-0.42,-0.05,0.17,-0.09,0.11,-0.13,-0.13,0.33,0.20,0.20,0.13,-0.15,0.14
0.29,0.02,0.40,-0.17,0.22,-0.21,0.32,-0.35,0.00,-0.02,0.38,-0.12,0.15,0.38,0.20,0.13,0.32,0.28,0.55,0.38,-0.14,0.01,0.18,0.00
